month,admtyp,sex,race,age_group,county,crime_class,n
2021-07-01,Court admission,Male,Black,20-24,Winnebago,Person,3
2021-07-01,Court admission,Male,Black,20-24,Winnebago,Public Order,5
2021-07-01,Court admission,Male,Black,25-29,Adams,Person,1
2021-07-01,Court admission,Male,Black,25-29,Adams,Public Order,2
2021-07-01,Court admission,Male,Black,25-29,Champaign,Drug,3
2021-07-01,Court admission,Male,Black,25-29,Champaign,Person,2
2021-07-01,Court admission,Male,Black,25-29,Champaign,Public Order,1
2021-07-01,Court admission,Male,Black,25-29,Clinton,Public Order,1
2021-07-01,Court admission,Male,Black,25-29,Cook,Drug,2
2021-07-01,Court admission,Male,Black,25-29,Cook,Person,11
2021-07-01,Court admission,Male,Black,25-29,Cook,Property,7
2021-07-01,Court admission,Male,Black,25-29,Cook,Public Order,39
2021-07-01,Court admission,Male,Black,25-29,DeKalb,Person,1
2021-07-01,Court admission,Male,Black,25-29,DuPage,Drug,1
2021-07-01,Court admission,Male,Black,25-29,DuPage,Property,3
2021-07-01,Court admission,Male,Black,25-29,Jackson,Property,1
2021-07-01,Court admission,Male,Black,25-29,Kane,Person,1
2021-07-01,Court admission,Male,Black,25-29,Kane,Public Order,1
2021-07-01,Court admission,Male,Black,25-29,Kankakee,Drug,1
2021-07-01,Court admission,Male,Black,25-29,Lake,Property,1
2021-07-01,Court admission,Male,Black,25-29,Macon,Drug,2
2021-07-01,Court admission,Male,Black,25-29,Macon,Person,3
2021-07-01,Court admission,Male,Black,25-29,Madison,Drug,1
2021-07-01,Court admission,Male,Black,25-29,Madison,Person,1
2021-07-01,Court admission,Male,Black,25-29,Madison,Public Order,2
2021-07-01,Court admission,Male,Black,25-29,McHenry,Drug,1
2021-07-01,Court admission,Male,Black,25-29,McLean,Drug,1
2021-07-01,Court admission,Male,Black,25-29,McLean,Person,2
2021-07-01,Court admission,Male,Black,25-29,McLean,Property,2
2021-07-01,Court admission,Male,Black,25-29,McLean,Public Order,1
2021-07-01,Court admission,Male,Black,25-29,Peoria,Property,2
2021-07-01,Court admission,Male,Black,25-29,Peoria,Public Order,3
2021-07-01,Court admission,Male,Black,25-29,Sangamon,Public Order,1
2021-07-01,Court admission,Male,Black,25-29,St. Clair,Person,2
2021-07-01,Court admission,Male,Black,25-29,St. Clair,Public Order,3
2021-07-01,Court admission,Male,Black,25-29,Tazewell,Property,1
2021-07-01,Court admission,Male,Black,25-29,Vermilion,Property,1
2021-07-01,Court admission,Male,Black,25-29,Vermilion,Public Order,1
2021-07-01,Court admission,Male,Black,25-29,Winnebago,Drug,1
2021-07-01,Court admission,Male,Black,25-29,Winnebago,Person,5
2021-07-01,Court admission,Male,Black,25-29,Winnebago,Property,1
2021-07-01,Court admission,Male,Black,25-29,Winnebago,Public Order,4
2021-07-01,Court admission,Male,Black,30-34,Adams,Person,1
2021-07-01,Court admission,Male,Black,30-34,Boone,Drug,1
2021-07-01,Court admission,Male,Black,30-34,Boone,Property,1
2021-07-01,Court admission,Male,Black,30-34,Champaign,Person,1
2021-07-01,Court admission,Male,Black,30-34,Champaign,Property,1
2021-07-01,Court admission,Male,Black,30-34,Champaign,Public Order,1
2021-07-01,Court admission,Male,Black,30-34,Cook,Drug,11
2021-07-01,Court admission,Male,Black,30-34,Cook,Person,7
2021-07-01,Court admission,Male,Black,30-34,Cook,Property,3
2021-07-01,Court admission,Male,Black,30-34,Cook,Public Order,35
2021-07-01,Court admission,Male,Black,30-34,DuPage,Person,1
2021-07-01,Court admission,Male,Black,30-34,Jackson,Property,1
2021-07-01,Court admission,Male,Black,30-34,Kane,Drug,1
2021-07-01,Court admission,Male,Black,30-34,Kane,Person,2
2021-07-01,Court admission,Male,Black,30-34,Kane,Property,1
2021-07-01,Court admission,Male,Black,30-34,Kane,Public Order,1
2021-07-01,Court admission,Male,Black,30-34,Kankakee,Person,1
2021-07-01,Court admission,Male,Black,30-34,LaSalle,Drug,1
2021-07-01,Court admission,Male,Black,30-34,Lake,Drug,2
2021-07-01,Court admission,Male,Black,30-34,Lake,Person,1
2021-07-01,Court admission,Male,Black,30-34,Lake,Property,1
2021-07-01,Court admission,Male,Black,30-34,Macon,Drug,1
2021-07-01,Court admission,Male,Black,30-34,Macon,Person,1
2021-07-01,Court admission,Male,Black,30-34,Macon,Public Order,2
2021-07-01,Court admission,Male,Black,30-34,Madison,Person,1
2021-07-01,Court admission,Male,Black,30-34,Madison,Public Order,1
2021-07-01,Court admission,Male,Black,30-34,McDonough,Drug,1
2021-07-01,Court admission,Male,Black,30-34,McLean,Person,1
2021-07-01,Court admission,Male,Black,30-34,Peoria,Person,2
2021-07-01,Court admission,Male,Black,30-34,Peoria,Public Order,2
2021-07-01,Court admission,Male,Black,30-34,Rock Island,Property,1
2021-07-01,Court admission,Male,Black,30-34,Rock Island,Public Order,1
2021-07-01,Court admission,Male,Black,30-34,Sangamon,Drug,1
2021-07-01,Court admission,Male,Black,30-34,Sangamon,Person,1
2021-07-01,Court admission,Male,Black,30-34,Sangamon,Property,1
2021-07-01,Court admission,Male,Black,30-34,St. Clair,Person,1
2021-07-01,Court admission,Male,Black,30-34,St. Clair,Public Order,2
2021-07-01,Court admission,Male,Black,30-34,Will,Public Order,1
2021-07-01,Court admission,Male,Black,30-34,Winnebago,Drug,5
2021-07-01,Court admission,Male,Black,30-34,Winnebago,Person,3
2021-07-01,Court admission,Male,Black,30-34,Winnebago,Public Order,2
2021-07-01,Court admission,Male,Black,35-44,Adams,Drug,2
2021-07-01,Court admission,Male,Black,35-44,Boone,Drug,1
2021-07-01,Court admission,Male,Black,35-44,Champaign,Person,1
2021-07-01,Court admission,Male,Black,35-44,Champaign,Public Order,1
2021-07-01,Court admission,Male,Black,35-44,Cook,Drug,9
2021-07-01,Court admission,Male,Black,35-44,Cook,Person,15
2021-07-01,Court admission,Male,Black,35-44,Cook,Property,11
2021-07-01,Court admission,Male,Black,35-44,Cook,Public Order,24
2021-07-01,Court admission,Male,Black,35-44,De Witt,Person,1
2021-07-01,Court admission,Male,Black,35-44,DeKalb,Drug,1
2021-07-01,Court admission,Male,Black,35-44,DuPage,Property,1
2021-07-01,Court admission,Male,Black,35-44,Fulton,Drug,1
2021-07-01,Court admission,Male,Black,35-44,Grundy,Public Order,1
2021-07-01,Court admission,Male,Black,35-44,Henry,Public Order,1
2021-07-01,Court admission,Male,Black,35-44,Jackson,Person,1
2021-07-01,Court admission,Male,Black,35-44,Jefferson,Drug,1
2021-07-01,Court admission,Male,Black,35-44,Jefferson,Public Order,1
2021-07-01,Court admission,Male,Black,35-44,Kane,Drug,2
2021-07-01,Court admission,Male,Black,35-44,Kane,Person,3
2021-07-01,Court admission,Male,Black,35-44,Kankakee,Person,1
2021-07-01,Court admission,Male,Black,35-44,Kendall,Person,1
2021-07-01,Court admission,Male,Black,35-44,Lake,Drug,3
2021-07-01,Court admission,Male,Black,35-44,Lake,Person,1
2021-07-01,Court admission,Male,Black,35-44,Lake,Public Order,2
2021-07-01,Court admission,Male,Black,35-44,Lee,Drug,1
2021-07-01,Court admission,Male,Black,35-44,Lee,Person,1
2021-07-01,Court admission,Male,Black,35-44,Macon,Public Order,1
2021-07-01,Court admission,Male,Black,35-44,Madison,Person,2
2021-07-01,Court admission,Male,Black,35-44,Marion,Drug,1
2021-07-01,Court admission,Male,Black,35-44,Marion,Public Order,1
2021-07-01,Court admission,Male,Black,35-44,McLean,Drug,3
2021-07-01,Court admission,Male,Black,35-44,Peoria,Public Order,1
2021-07-01,Court admission,Male,Black,35-44,Randolph,Drug,1
2021-07-01,Court admission,Male,Black,35-44,Rock Island,Drug,1
2021-07-01,Court admission,Male,Black,35-44,Sangamon,Property,1
2021-07-01,Court admission,Male,Black,35-44,St. Clair,Drug,2
2021-07-01,Court admission,Male,Black,35-44,St. Clair,Person,5
2021-07-01,Court admission,Male,Black,35-44,St. Clair,Public Order,1
2021-07-01,Court admission,Male,Black,35-44,Vermilion,Person,1
2021-07-01,Court admission,Male,Black,35-44,Whiteside,Public Order,1
2021-07-01,Court admission,Male,Black,35-44,Will,Drug,1
2021-07-01,Court admission,Male,Black,35-44,Will,Person,3
2021-07-01,Court admission,Male,Black,35-44,Will,Property,1
2021-07-01,Court admission,Male,Black,35-44,Will,Public Order,2
2021-07-01,Court admission,Male,Black,35-44,Winnebago,Drug,5
2021-07-01,Court admission,Male,Black,35-44,Winnebago,Person,4
2021-07-01,Court admission,Male,Black,35-44,Winnebago,Property,1
2021-07-01,Court admission,Male,Black,35-44,Winnebago,Public Order,1
2021-07-01,Court admission,Male,Black,35-44,Woodford,Drug,1
2021-07-01,Court admission,Male,Black,45-54,Cook,Drug,6
2021-07-01,Court admission,Male,Black,45-54,Cook,Person,4
2021-07-01,Court admission,Male,Black,45-54,Cook,Property,6
2021-07-01,Court admission,Male,Black,45-54,Cook,Public Order,8
2021-07-01,Court admission,Male,Black,45-54,Kane,Public Order,2
2021-07-01,Court admission,Male,Black,45-54,Kankakee,Drug,1
2021-07-01,Court admission,Male,Black,45-54,LaSalle,Drug,1
2021-07-01,Court admission,Male,Black,45-54,Lake,Property,1
2021-07-01,Court admission,Male,Black,45-54,Lake,Public Order,1
2021-07-01,Court admission,Male,Black,45-54,Livingston,Drug,1
2021-07-01,Court admission,Male,Black,45-54,Madison,Property,1
2021-07-01,Court admission,Male,Black,45-54,McLean,Drug,1
2021-07-01,Court admission,Male,Black,45-54,McLean,Public Order,2
2021-07-01,Court admission,Male,Black,45-54,Peoria,Property,1
2021-07-01,Court admission,Male,Black,45-54,Peoria,Public Order,2
2021-07-01,Court admission,Male,Black,45-54,Sangamon,Property,1
2021-07-01,Court admission,Male,Black,45-54,St. Clair,Drug,1
2021-07-01,Court admission,Male,Black,45-54,St. Clair,Person,1
2021-07-01,Court admission,Male,Black,45-54,St. Clair,Property,1
2021-07-01,Court admission,Male,Black,45-54,Will,Property,2
2021-07-01,Court admission,Male,Black,45-54,Winnebago,Drug,2
2021-07-01,Court admission,Male,Black,45-54,Winnebago,Person,1
2021-07-01,Court admission,Male,Black,45-54,Woodford,Drug,1
2021-07-01,Court admission,Male,Black,55-64,Champaign,Person,1
2021-07-01,Court admission,Male,Black,55-64,Cook,Drug,7
2021-07-01,Court admission,Male,Black,55-64,Cook,Person,3
2021-07-01,Court admission,Male,Black,55-64,Cook,Property,4
2021-07-01,Court admission,Male,Black,55-64,Cook,Public Order,5
2021-07-01,Court admission,Male,Black,55-64,Jackson,Public Order,1
2021-07-01,Court admission,Male,Black,55-64,Kane,Public Order,1
2021-07-01,Court admission,Male,Black,55-64,Kankakee,Person,1
2021-07-01,Court admission,Male,Black,55-64,Knox,Person,1
2021-07-01,Court admission,Male,Black,55-64,Macon,Person,1
2021-07-01,Court admission,Male,Black,55-64,Sangamon,Drug,1
2021-07-01,Court admission,Male,Black,55-64,St. Clair,Person,1
2021-07-01,Court admission,Male,Black,55-64,Tazewell,Drug,1
2021-07-01,Court admission,Male,Black,55-64,Wayne,Public Order,1
2021-07-01,Court admission,Male,Black,55-64,Will,Person,2
2021-07-01,Court admission,Male,Black,55-64,Winnebago,Property,1
2021-07-01,Court admission,Male,Black,55-64,Winnebago,Public Order,1
2021-07-01,Court admission,Male,Black,65-74,Cook,Drug,1
2021-07-01,Court admission,Male,Black,65-74,Cook,Person,2
2021-07-01,Court admission,Male,Black,65-74,Winnebago,Property,1
2021-07-01,Court admission,Male,Hispanic,18-19,Cook,Public Order,1
2021-07-01,Court admission,Male,Hispanic,18-19,Kane,Person,1
2021-07-01,Court admission,Male,Hispanic,18-19,Kane,Public Order,3
2021-07-01,Court admission,Male,Hispanic,20-24,Boone,Public Order,1
2021-07-01,Court admission,Male,Hispanic,20-24,Cook,Person,3
2021-07-01,Court admission,Male,Hispanic,20-24,Cook,Public Order,10
2021-07-01,Court admission,Male,Hispanic,20-24,DuPage,Drug,1
2021-07-01,Court admission,Male,Hispanic,20-24,DuPage,Public Order,1
2021-07-01,Court admission,Male,Hispanic,20-24,Fulton,Person,1
2021-07-01,Court admission,Male,Hispanic,20-24,Kane,Drug,2
2021-07-01,Court admission,Male,Hispanic,20-24,Kane,Person,4
2021-07-01,Court admission,Male,Hispanic,20-24,Kane,Public Order,1
2021-07-01,Court admission,Male,Hispanic,20-24,Kankakee,Public Order,1
2021-07-01,Court admission,Male,Hispanic,20-24,Lake,Person,1
2021-07-01,Court admission,Male,Hispanic,20-24,Lee,Person,1
2021-07-01,Court admission,Male,Hispanic,20-24,McHenry,Person,1
2021-07-01,Court admission,Male,Hispanic,20-24,McLean,Drug,1
2021-07-01,Court admission,Male,Hispanic,20-24,Peoria,Public Order,1
2021-07-01,Court admission,Male,Hispanic,20-24,Will,Drug,2
2021-07-01,Court admission,Male,Hispanic,20-24,Winnebago,Public Order,1
2021-07-01,Court admission,Male,Hispanic,25-29,Boone,Drug,1
2021-07-01,Court admission,Male,Hispanic,25-29,Carroll,Public Order,1
2021-07-01,Court admission,Male,Hispanic,25-29,Cook,Drug,1
2021-07-01,Court admission,Male,Hispanic,25-29,Cook,Person,2
2021-07-01,Court admission,Male,Hispanic,25-29,Cook,Property,2
2021-07-01,Court admission,Male,Hispanic,25-29,Cook,Public Order,7
2021-07-01,Court admission,Male,Hispanic,25-29,DeKalb,Person,1
2021-07-01,Court admission,Male,Hispanic,25-29,DuPage,Public Order,1
2021-07-01,Court admission,Male,Hispanic,25-29,Henry,Drug,1
2021-07-01,Court admission,Male,Hispanic,25-29,Jackson,Public Order,1
2021-07-01,Court admission,Male,Hispanic,25-29,Kane,Person,1
2021-07-01,Court admission,Male,Hispanic,25-29,Kane,Property,2
2021-07-01,Court admission,Male,Hispanic,25-29,Lake,Public Order,1
2021-07-01,Court admission,Male,Hispanic,25-29,Madison,Person,1
2021-07-01,Court admission,Male,Hispanic,25-29,Ogle,Public Order,1
2021-07-01,Court admission,Male,Hispanic,25-29,Whiteside,Drug,1
2021-07-01,Court admission,Male,Hispanic,25-29,Will,Person,1
2021-07-01,Court admission,Male,Hispanic,25-29,Winnebago,Drug,1
2021-07-01,Court admission,Male,Hispanic,25-29,Winnebago,Person,1
2021-07-01,Court admission,Male,Hispanic,30-34,Boone,Public Order,1
2021-07-01,Court admission,Male,Hispanic,30-34,Cook,Drug,1
2021-07-01,Court admission,Male,Hispanic,30-34,Cook,Person,3
2021-07-01,Court admission,Male,Hispanic,30-34,Cook,Property,1
2021-07-01,Court admission,Male,Hispanic,30-34,Cook,Public Order,3
2021-07-01,Court admission,Male,Hispanic,30-34,Kane,Person,2
2021-07-01,Court admission,Male,Hispanic,30-34,Madison,Drug,1
2021-07-01,Court admission,Male,Hispanic,30-34,Will,Person,2
2021-07-01,Court admission,Male,Hispanic,30-34,Winnebago,Person,1
2021-07-01,Court admission,Male,Hispanic,35-44,Carroll,Public Order,1
2021-07-01,Court admission,Male,Hispanic,35-44,Champaign,Public Order,1
2021-07-01,Court admission,Male,Hispanic,35-44,Cook,Drug,6
2021-07-01,Court admission,Male,Hispanic,35-44,Cook,Person,7
2021-07-01,Court admission,Male,Hispanic,35-44,Cook,Property,2
2021-07-01,Court admission,Male,Hispanic,35-44,Cook,Public Order,6
2021-07-01,Court admission,Male,Hispanic,35-44,Douglas,Drug,1
2021-07-01,Court admission,Male,Hispanic,35-44,DuPage,Drug,1
2021-07-01,Court admission,Male,Hispanic,35-44,Kane,Drug,2
2021-07-01,Court admission,Male,Hispanic,35-44,Kane,Person,1
2021-07-01,Court admission,Male,Hispanic,35-44,McHenry,Drug,1
2021-07-01,Court admission,Male,Hispanic,35-44,McHenry,Public Order,1
2021-07-01,Court admission,Male,Hispanic,35-44,McLean,Person,1
2021-07-01,Court admission,Male,Hispanic,35-44,Winnebago,Public Order,2
2021-07-01,Court admission,Male,Hispanic,45-54,Cook,Drug,3
2021-07-01,Court admission,Male,Hispanic,45-54,Cook,Person,7
2021-07-01,Court admission,Male,Hispanic,45-54,Cook,Property,5
2021-07-01,Court admission,Male,Hispanic,45-54,Cook,Public Order,4
2021-07-01,Court admission,Male,Hispanic,45-54,DuPage,Public Order,1
2021-07-01,Court admission,Male,Hispanic,45-54,Kane,Person,1
2021-07-01,Court admission,Male,Hispanic,45-54,Kankakee,Drug,1
2021-07-01,Court admission,Male,Hispanic,45-54,Lake,Property,1
2021-07-01,Court admission,Male,Hispanic,45-54,Ogle,Drug,1
2021-07-01,Court admission,Male,Hispanic,45-54,Whiteside,Drug,1
2021-07-01,Court admission,Male,Hispanic,45-54,Winnebago,Public Order,1
2021-07-01,Court admission,Male,Hispanic,55-64,Cook,Person,1
2021-07-01,Court admission,Male,Hispanic,55-64,Cook,Property,1
2021-07-01,Court admission,Male,Hispanic,55-64,Cook,Public Order,1
2021-07-01,Court admission,Male,Hispanic,55-64,DeKalb,Person,1
2021-07-01,Court admission,Male,Hispanic,55-64,Kankakee,Person,1
2021-07-01,Court admission,Male,Hispanic,55-64,Kendall,Person,1
2021-07-01,Court admission,Male,Hispanic,55-64,Lake,Property,1
2021-07-01,Court admission,Male,Hispanic,65-74,Cook,Drug,1
2021-07-01,Court admission,Male,Hispanic,65-74,DuPage,Person,1
2021-07-01,Court admission,Male,Hispanic,75<,Cook,Person,1
2021-07-01,Court admission,Male,Other,20-24,Saline,Public Order,1
2021-07-01,Court admission,Male,Other,35-44,Perry,Drug,1
2021-07-01,Court admission,Male,Other,35-44,Randolph,Person,1
2021-07-01,Court admission,Male,Other,35-44,St. Clair,Public Order,1
2021-07-01,Court admission,Male,Other,35-44,Woodford,Person,1
2021-07-01,Court admission,Male,Other,45-54,Cook,Person,1
2021-07-01,Court admission,Male,Other,55-64,St. Clair,Drug,1
2021-07-01,Court admission,Male,White,18-19,Will,Public Order,1
2021-07-01,Court admission,Male,White,20-24,Adams,Person,1
2021-07-01,Court admission,Male,White,20-24,Christian,Public Order,1
2021-07-01,Court admission,Male,White,20-24,Coles,Person,1
2021-07-01,Court admission,Male,White,20-24,Cook,Person,1
2021-07-01,Court admission,Male,White,20-24,Cook,Property,1
2021-07-01,Court admission,Male,White,20-24,Cook,Public Order,2
2021-07-01,Court admission,Male,White,20-24,Crawford,Drug,1
2021-07-01,Court admission,Male,White,20-24,Crawford,Property,1
2021-07-01,Court admission,Male,White,20-24,De Witt,Drug,1
2021-07-01,Court admission,Male,White,20-24,Douglas,Person,1
2021-07-01,Court admission,Male,White,20-24,DuPage,Person,1
2021-07-01,Court admission,Male,White,20-24,Effingham,Person,1
2021-07-01,Court admission,Male,White,20-24,Franklin,Property,1
2021-07-01,Court admission,Male,White,20-24,Henry,Drug,1
2021-07-01,Court admission,Male,White,20-24,Iroquois,Person,2
2021-07-01,Court admission,Male,White,20-24,Jackson,Drug,1
2021-07-01,Court admission,Male,White,20-24,Knox,Drug,1
2021-07-01,Court admission,Male,White,20-24,LaSalle,Drug,1
2021-07-01,Court admission,Male,White,20-24,LaSalle,Property,2
2021-07-01,Court admission,Male,White,20-24,LaSalle,Public Order,1
2021-07-01,Court admission,Male,White,20-24,Macon,Public Order,1
2021-07-01,Court admission,Male,White,20-24,Madison,Person,1
2021-07-01,Court admission,Male,White,20-24,Madison,Property,1
2021-07-01,Court admission,Male,White,20-24,Mason,Person,1
2021-07-01,Court admission,Male,White,20-24,McHenry,Person,1
2021-07-01,Court admission,Male,White,20-24,McLean,Drug,1
2021-07-01,Court admission,Male,White,20-24,McLean,Person,3
2021-07-01,Court admission,Male,White,20-24,McLean,Property,1
2021-07-01,Court admission,Male,White,20-24,McLean,Public Order,2
2021-07-01,Court admission,Male,White,20-24,Mercer,Property,1
2021-07-01,Court admission,Male,White,20-24,Piatt,Drug,1
2021-07-01,Court admission,Male,White,20-24,White,Public Order,1
2021-07-01,Court admission,Male,White,20-24,Woodford,Public Order,1
2021-07-01,Court admission,Male,White,25-29,Adams,Drug,1
2021-07-01,Court admission,Male,White,25-29,Adams,Person,1
2021-07-01,Court admission,Male,White,25-29,Boone,Drug,1
2021-07-01,Court admission,Male,White,25-29,Boone,Person,1
2021-07-01,Court admission,Male,White,25-29,Carroll,Property,1
2021-07-01,Court admission,Male,White,25-29,Christian,Drug,1
2021-07-01,Court admission,Male,White,25-29,Christian,Person,1
2021-07-01,Court admission,Male,White,25-29,Clinton,Person,1
2021-07-01,Court admission,Male,White,25-29,Coles,Drug,1
2021-07-01,Court admission,Male,White,25-29,Cook,Drug,2
2021-07-01,Court admission,Male,White,25-29,Cook,Person,2
2021-07-01,Court admission,Male,White,25-29,Cook,Property,2
2021-07-01,Court admission,Male,White,25-29,Cook,Public Order,2
2021-07-01,Court admission,Male,White,25-29,Crawford,Drug,1
2021-07-01,Court admission,Male,White,25-29,Crawford,Person,1
2021-07-01,Court admission,Male,White,25-29,Crawford,Property,1
2021-07-01,Court admission,Male,White,25-29,Crawford,Public Order,2
2021-07-01,Court admission,Male,White,25-29,DeKalb,Person,1
2021-07-01,Court admission,Male,White,25-29,Douglas,Person,1
2021-07-01,Court admission,Male,White,25-29,Fulton,Drug,1
2021-07-01,Court admission,Male,White,25-29,LaSalle,Drug,1
2021-07-01,Court admission,Male,White,25-29,Macon,Public Order,1
2021-07-01,Court admission,Male,White,25-29,Mason,Property,1
2021-07-01,Court admission,Male,White,25-29,McLean,Drug,1
2021-07-01,Court admission,Male,White,25-29,McLean,Person,1
2021-07-01,Court admission,Male,White,25-29,Montgomery,Person,1
2021-07-01,Court admission,Male,White,25-29,Ogle,Property,1
2021-07-01,Court admission,Male,White,25-29,Peoria,Drug,1
2021-07-01,Court admission,Male,White,25-29,Rock Island,Drug,1
2021-07-01,Court admission,Male,White,25-29,Rock Island,Person,1
2021-07-01,Court admission,Male,White,25-29,Rock Island,Property,1
2021-07-01,Court admission,Male,White,25-29,Saline,Property,1
2021-07-01,Court admission,Male,White,25-29,St. Clair,Drug,1
2021-07-01,Court admission,Male,White,25-29,St. Clair,Person,1
2021-07-01,Court admission,Male,White,25-29,St. Clair,Public Order,1
2021-07-01,Court admission,Male,White,25-29,Tazewell,Person,1
2021-07-01,Court admission,Male,White,25-29,Tazewell,Property,1
2021-07-01,Court admission,Male,White,25-29,Union,Drug,2
2021-07-01,Court admission,Male,White,25-29,Union,Person,1
2021-07-01,Court admission,Male,White,25-29,White,Property,1
2021-07-01,Court admission,Male,White,25-29,Whiteside,Public Order,1
2021-07-01,Court admission,Male,White,25-29,Winnebago,Drug,1
2021-07-01,Court admission,Male,White,25-29,Winnebago,Person,3
2021-07-01,Court admission,Male,White,25-29,Winnebago,Property,1
2021-07-01,Court admission,Male,White,25-29,Woodford,Public Order,1
2021-07-01,Court admission,Male,White,30-34,Adams,Drug,2
2021-07-01,Court admission,Male,White,30-34,Adams,Person,3
2021-07-01,Court admission,Male,White,30-34,Adams,Property,1
2021-07-01,Court admission,Male,White,30-34,Bond,Person,1
2021-07-01,Court admission,Male,White,30-34,Boone,Drug,1
2021-07-01,Court admission,Male,White,30-34,Cass,Person,1
2021-07-01,Court admission,Male,White,30-34,Champaign,Person,1
2021-07-01,Court admission,Male,White,30-34,Clinton,Property,1
2021-07-01,Court admission,Male,White,30-34,Coles,Person,1
2021-07-01,Court admission,Male,White,30-34,Coles,Public Order,1
2021-07-01,Court admission,Male,White,30-34,Cook,Person,1
2021-07-01,Court admission,Male,White,30-34,Cook,Property,2
2021-07-01,Court admission,Male,White,30-34,Cook,Public Order,4
2021-07-01,Court admission,Male,White,30-34,DeKalb,Person,1
2021-07-01,Court admission,Male,White,30-34,Douglas,Person,1
2021-07-01,Court admission,Male,White,30-34,Douglas,Public Order,1
2021-07-01,Court admission,Male,White,30-34,Edgar,Property,1
2021-07-01,Court admission,Male,White,30-34,Edgar,Public Order,1
2021-07-01,Court admission,Male,White,30-34,Effingham,Person,1
2021-07-01,Court admission,Male,White,30-34,Franklin,Drug,1
2021-07-01,Court admission,Male,White,30-34,Franklin,Property,1
2021-07-01,Court admission,Male,White,30-34,Henry,Person,1
2021-07-01,Court admission,Male,White,30-34,Jackson,Person,1
2021-07-01,Court admission,Male,White,30-34,Jackson,Public Order,2
2021-07-01,Court admission,Male,White,30-34,Kankakee,Person,2
2021-07-01,Court admission,Male,White,30-34,Kendall,Person,1
2021-07-01,Court admission,Male,White,30-34,Kendall,Property,1
2021-07-01,Court admission,Male,White,30-34,Kendall,Public Order,1
2021-07-01,Court admission,Male,White,30-34,Knox,Drug,1
2021-07-01,Court admission,Male,White,30-34,Knox,Property,1
2021-07-01,Court admission,Male,White,30-34,LaSalle,Drug,2
2021-07-01,Court admission,Male,White,30-34,LaSalle,Person,1
2021-07-01,Court admission,Male,White,30-34,LaSalle,Property,1
2021-07-01,Court admission,Male,White,30-34,Lake,Drug,1
2021-07-01,Court admission,Male,White,30-34,Lake,Person,2
2021-07-01,Court admission,Male,White,30-34,Livingston,Drug,1
2021-07-01,Court admission,Male,White,30-34,Logan,Person,1
2021-07-01,Court admission,Male,White,30-34,Madison,Person,1
2021-07-01,Court admission,Male,White,30-34,Madison,Property,1
2021-07-01,Court admission,Male,White,30-34,Marion,Person,1
2021-07-01,Court admission,Male,White,30-34,McLean,Drug,1
2021-07-01,Court admission,Male,White,30-34,McLean,Person,1
2021-07-01,Court admission,Male,White,30-34,Perry,Drug,1
2021-07-01,Court admission,Male,White,30-34,Piatt,Public Order,1
2021-07-01,Court admission,Male,White,30-34,Saline,Person,1
2021-07-01,Court admission,Male,White,30-34,Shelby,Drug,1
2021-07-01,Court admission,Male,White,30-34,St. Clair,Person,2
2021-07-01,Court admission,Male,White,30-34,Tazewell,Drug,2
2021-07-01,Court admission,Male,White,30-34,Whiteside,Person,2
2021-07-01,Court admission,Male,White,30-34,Whiteside,Public Order,1
2021-07-01,Court admission,Male,White,30-34,Will,Drug,1
2021-07-01,Court admission,Male,White,30-34,Winnebago,Public Order,1
2021-07-01,Court admission,Male,White,30-34,Woodford,Drug,1
2021-07-01,Court admission,Male,White,30-34,Woodford,Public Order,2
2021-07-01,Court admission,Male,White,35-44,Adams,Drug,1
2021-07-01,Court admission,Male,White,35-44,Adams,Person,1
2021-07-01,Court admission,Male,White,35-44,Adams,Public Order,2
2021-07-01,Court admission,Male,White,35-44,Boone,Public Order,1
2021-07-01,Court admission,Male,White,35-44,Cass,Person,1
2021-07-01,Court admission,Male,White,35-44,Cass,Public Order,1
2021-07-01,Court admission,Male,White,35-44,Champaign,Person,1
2021-07-01,Court admission,Male,White,35-44,Champaign,Property,1
2021-07-01,Court admission,Male,White,35-44,Christian,Person,1
2021-07-01,Court admission,Male,White,35-44,Clark,Public Order,1
2021-07-01,Court admission,Male,White,35-44,Clinton,Drug,1
2021-07-01,Court admission,Male,White,35-44,Clinton,Property,2
2021-07-01,Court admission,Male,White,35-44,Coles,Person,1
2021-07-01,Court admission,Male,White,35-44,Cook,Person,4
2021-07-01,Court admission,Male,White,35-44,Cook,Property,1
2021-07-01,Court admission,Male,White,35-44,Cook,Public Order,1
2021-07-01,Court admission,Male,White,35-44,Crawford,Drug,2
2021-07-01,Court admission,Male,White,35-44,Crawford,Person,1
2021-07-01,Court admission,Male,White,35-44,Cumberland,Drug,2
2021-07-01,Court admission,Male,White,35-44,DeKalb,Drug,1
2021-07-01,Court admission,Male,White,35-44,Douglas,Property,1
2021-07-01,Court admission,Male,White,35-44,Douglas,Public Order,1
2021-07-01,Court admission,Male,White,35-44,DuPage,Drug,3
2021-07-01,Court admission,Male,White,35-44,DuPage,Person,2
2021-07-01,Court admission,Male,White,35-44,DuPage,Property,4
2021-07-01,Court admission,Male,White,35-44,DuPage,Public Order,1
2021-07-01,Court admission,Male,White,35-44,Edgar,Drug,1
2021-07-01,Court admission,Male,White,35-44,Fayette,Property,1
2021-07-01,Court admission,Male,White,35-44,Franklin,Public Order,1
